Sample_ID	MM_name	nitrogen	block	sp	spb	subsample	row	ceil_id
HAV_5608	N28HT	LN	N	sp1	spb2	rep1	2020	c_1010
HAV_5609	N28HT	LN	N	sp1	spb2	rep2	2020	c_1010
HAV_5610	N28HT	LN	N	sp1	spb2	rep3	2020	c_1010
HAV_5611	NC230	LN	N	sp1	spb2	rep1	2022	c_1011
HAV_5612	NC230	LN	N	sp1	spb2	rep2	2022	c_1011
HAV_5613	NC230	LN	N	sp1	spb2	rep3	2022	c_1011
HAV_5614	NC302	LN	N	sp1	spb2	rep1	2024	c_1012
HAV_5615	NC302	LN	N	sp1	spb2	rep2	2024	c_1012
HAV_5616	NC302	LN	N	sp1	spb2	rep3	2024	c_1012
HAV_5617	NC298	LN	N	sp1	spb2	rep1	2026	c_1013
HAV_5618	NC298	LN	N	sp1	spb2	rep2	2026	c_1013
HAV_5619	NC298	LN	N	sp1	spb2	rep3	2026	c_1013
HAV_5620	NC352	LN	N	sp1	spb2	rep1	2027	c_1014
HAV_5621	NC352	LN	N	sp1	spb2	rep2	2027	c_1014
HAV_5622	NC352	LN	N	sp1	spb2	rep3	2027	c_1014
HAV_5623	SG18	LN	N	sp1	spb3	rep1	2029	c_1015
HAV_5624	SG18	LN	N	sp1	spb3	rep2	2029	c_1015
HAV_5625	SG18	LN	N	sp1	spb3	rep3	2029	c_1015
HAV_5626	OH603	LN	N	sp1	spb3	rep1	2032	c_1016
HAV_5627	OH603	LN	N	sp1	spb3	rep2	2032	c_1016
HAV_5628	OH603	LN	N	sp1	spb3	rep3	2032	c_1016
HAV_5629	NC372	LN	N	sp1	spb3	rep1	2034	c_1017
HAV_5630	NC372	LN	N	sp1	spb3	rep2	2034	c_1017
HAV_5631	NC372	LN	N	sp1	spb3	rep3	2034	c_1017
HAV_5632	W401	LN	N	sp1	spb3	rep1	2035	c_1018
HAV_5633	W401	LN	N	sp1	spb3	rep2	2035	c_1018
HAV_5634	W401	LN	N	sp1	spb3	rep3	2035	c_1018
HAV_5635	CHECK	LN	N	sp1	spb3	rep1	2038	c_1019
HAV_5636	CHECK	LN	N	sp1	spb3	rep2	2038	c_1019
HAV_5637	CHECK	LN	N	sp1	spb3	rep3	2038	c_1019
HAV_5638	SA24	LN	N	sp1	spb3	rep1	2039	c_1020
HAV_5639	SA24	LN	N	sp1	spb3	rep2	2039	c_1020
HAV_5640	SA24	LN	N	sp1	spb3	rep3	2039	c_1020
HAV_5641	PA875	LN	N	sp1	spb3	rep1	2041	c_1021
HAV_5642	PA875	LN	N	sp1	spb3	rep2	2041	c_1021
HAV_5643	PA875	LN	N	sp1	spb3	rep3	2041	c_1021
HAV_5644	A554	LN	N	sp2	spb1	rep1	2044	c_1022
HAV_5645	A554	LN	N	sp2	spb1	rep2	2044	c_1022
HAV_5646	A554	LN	N	sp2	spb1	rep3	2044	c_1022
HAV_5647	A659	LN	N	sp2	spb1	rep1	2046	c_1023
HAV_5648	A659	LN	N	sp2	spb1	rep2	2046	c_1023
HAV_5649	A659	LN	N	sp2	spb1	rep3	2046	c_1023
HAV_5650	A239	LN	N	sp2	spb1	rep1	2047	c_1024
HAV_5651	A239	LN	N	sp2	spb1	rep2	2047	c_1024
HAV_5652	A239	LN	N	sp2	spb1	rep3	2047	c_1024
HAV_5653	A556	LN	N	sp2	spb1	rep1	2050	c_1025
HAV_5654	A556	LN	N	sp2	spb1	rep2	2050	c_1025
HAV_5655	A556	LN	N	sp2	spb1	rep3	2050	c_1025
HAV_5656	C49A	LN	N	sp2	spb1	rep1	2051	c_1026
HAV_5657	C49A	LN	N	sp2	spb1	rep2	2051	c_1026
HAV_5658	C49A	LN	N	sp2	spb1	rep3	2051	c_1026
HAV_5659	A641	LN	N	sp2	spb1	rep1	2053	c_1027
HAV_5660	A641	LN	N	sp2	spb1	rep2	2053	c_1027
HAV_5661	A641	LN	N	sp2	spb1	rep3	2053	c_1027
HAV_5662	CM174	LN	N	sp2	spb1	rep1	2055	c_1028
HAV_5663	CM174	LN	N	sp2	spb1	rep2	2055	c_1028
HAV_5664	CM174	LN	N	sp2	spb1	rep3	2055	c_1028
HAV_5665	F7	LN	N	sp2	spb2	rep1	2057	c_1029
HAV_5666	F7	LN	N	sp2	spb2	rep2	2057	c_1029
HAV_5667	F7	LN	N	sp2	spb2	rep3	2057	c_1029
HAV_5668	I29	LN	N	sp2	spb2	rep1	2059	c_1030
HAV_5669	I29	LN	N	sp2	spb2	rep2	2059	c_1030
HAV_5670	I29	LN	N	sp2	spb2	rep3	2059	c_1030
HAV_5671	CO125	LN	N	sp2	spb2	rep1	2061	c_1031
HAV_5672	CO125	LN	N	sp2	spb2	rep2	2061	c_1031
HAV_5673	CO125	LN	N	sp2	spb2	rep3	2061	c_1031
HAV_5674	CM7	LN	N	sp2	spb2	rep1	2064	c_1032
HAV_5675	CM7	LN	N	sp2	spb2	rep2	2064	c_1032
HAV_5676	CM7	LN	N	sp2	spb2	rep3	2064	c_1032
HAV_5677	MS153	LN	N	sp2	spb2	rep1	2066	c_1033
HAV_5678	MS153	LN	N	sp2	spb2	rep2	2066	c_1033
HAV_5679	MS153	LN	N	sp2	spb2	rep3	2066	c_1033
HAV_5680	CMV3	LN	N	sp2	spb2	rep1	2068	c_1034
HAV_5681	CMV3	LN	N	sp2	spb2	rep2	2068	c_1034
HAV_5682	CMV3	LN	N	sp2	spb2	rep3	2068	c_1034
HAV_5683	CO106	LN	N	sp2	spb2	rep1	2069	c_1035
HAV_5684	CO106	LN	N	sp2	spb2	rep2	2069	c_1035
HAV_5685	CO106	LN	N	sp2	spb2	rep3	2069	c_1035
HAV_5686	NC332	LN	N	sp2	spb3	rep1	2072	c_1036
HAV_5687	NC332	LN	N	sp2	spb3	rep2	2072	c_1036
HAV_5688	NC332	LN	N	sp2	spb3	rep3	2072	c_1036
HAV_5689	ND246	LN	N	sp2	spb3	rep1	2074	c_1037
HAV_5690	ND246	LN	N	sp2	spb3	rep2	2074	c_1037
HAV_5691	ND246	LN	N	sp2	spb3	rep3	2074	c_1037
HAV_5692	OH43	LN	N	sp2	spb3	rep1	2075	c_1038
HAV_5693	OH43	LN	N	sp2	spb3	rep2	2075	c_1038
HAV_5694	OH43	LN	N	sp2	spb3	rep3	2075	c_1038
HAV_5695	NC316	LN	N	sp2	spb3	rep1	2077	c_1039
HAV_5696	NC316	LN	N	sp2	spb3	rep2	2077	c_1039
HAV_5697	NC316	LN	N	sp2	spb3	rep3	2077	c_1039
HAV_5698	SD44	LN	N	sp2	spb3	rep1	2080	c_1040
HAV_5699	SD44	LN	N	sp2	spb3	rep2	2080	c_1040
HAV_5700	SD44	LN	N	sp2	spb3	rep3	2080	c_1040
HAV_5701	VA59	LN	N	sp2	spb3	rep1	2081	c_1041
HAV_5702	VA59	LN	N	sp2	spb3	rep2	2081	c_1041
HAV_5703	VA59	LN	N	sp2	spb3	rep3	2081	c_1041
HAV_5704	P39	LN	N	sp2	spb3	rep1	2083	c_1042
HAV_5705	P39	LN	N	sp2	spb3	rep2	2083	c_1042
HAV_5706	P39	LN	N	sp2	spb3	rep3	2083	c_1042
HAV_5707	A635	LN	N	sp1	spb1	rep1	2101	c_1051
HAV_5708	A635	LN	N	sp1	spb1	rep2	2101	c_1051
HAV_5709	A635	LN	N	sp1	spb1	rep3	2101	c_1051
HAV_5710	CI31A	LN	N	sp1	spb1	rep1	2103	c_1052
HAV_5711	CI31A	LN	N	sp1	spb1	rep2	2103	c_1052
HAV_5712	CI31A	LN	N	sp1	spb1	rep3	2103	c_1052
HAV_5713	CHECK	LN	N	sp1	spb1	rep1	2106	c_1053
HAV_5714	CHECK	LN	N	sp1	spb1	rep2	2106	c_1053
HAV_5715	CHECK	LN	N	sp1	spb1	rep3	2106	c_1053
HAV_5716	B105	LN	N	sp1	spb1	rep1	2108	c_1054
HAV_5717	B105	LN	N	sp1	spb1	rep2	2108	c_1054
HAV_5718	B105	LN	N	sp1	spb1	rep3	2108	c_1054
HAV_5719	CI187-2	LN	N	sp1	spb1	rep1	2110	c_1055
HAV_5720	CI187-2	LN	N	sp1	spb1	rep2	2110	c_1055
HAV_5721	CI187-2	LN	N	sp1	spb1	rep3	2110	c_1055
HAV_5722	CML220	LN	N	sp1	spb1	rep1	2111	c_1056
HAV_5723	CML220	LN	N	sp1	spb1	rep2	2111	c_1056
HAV_5724	CML220	LN	N	sp1	spb1	rep3	2111	c_1056
HAV_5725	CML323	LN	N	sp1	spb1	rep1	2114	c_1057
HAV_5726	CML323	LN	N	sp1	spb1	rep2	2114	c_1057
HAV_5727	CML323	LN	N	sp1	spb1	rep3	2114	c_1057
HAV_5728	NC290A	LN	N	sp1	spb2	rep1	2116	c_1058
HAV_5729	NC290A	LN	N	sp1	spb2	rep2	2116	c_1058
HAV_5730	NC290A	LN	N	sp1	spb2	rep3	2116	c_1058
HAV_5731	N6	LN	N	sp1	spb2	rep1	2118	c_1059
HAV_5732	N6	LN	N	sp1	spb2	rep2	2118	c_1059
HAV_5733	N6	LN	N	sp1	spb2	rep3	2118	c_1059
HAV_5734	CHECK	LN	N	sp1	spb2	rep1	2119	c_1060
HAV_5735	CHECK	LN	N	sp1	spb2	rep2	2119	c_1060
HAV_5736	CHECK	LN	N	sp1	spb2	rep3	2119	c_1060
HAV_5737	NC356	LN	N	sp1	spb2	rep1	2121	c_1061
HAV_5738	NC356	LN	N	sp1	spb2	rep2	2121	c_1061
HAV_5739	NC356	LN	N	sp1	spb2	rep3	2121	c_1061
HAV_5740	NC264	LN	N	sp1	spb2	rep1	2123	c_1062
HAV_5741	NC264	LN	N	sp1	spb2	rep2	2123	c_1062
HAV_5742	NC264	LN	N	sp1	spb2	rep3	2123	c_1062
HAV_5743	NC324	LN	N	sp1	spb2	rep1	2126	c_1063
HAV_5744	NC324	LN	N	sp1	spb2	rep2	2126	c_1063
HAV_5745	NC324	LN	N	sp1	spb2	rep3	2126	c_1063
HAV_5746	N7A	LN	N	sp1	spb2	rep1	2128	c_1064
HAV_5747	N7A	LN	N	sp1	spb2	rep2	2128	c_1064
HAV_5748	N7A	LN	N	sp1	spb2	rep3	2128	c_1064
HAV_5749	T234	LN	N	sp1	spb3	rep1	2130	c_1065
HAV_5750	T234	LN	N	sp1	spb3	rep2	2130	c_1065
HAV_5751	T234	LN	N	sp1	spb3	rep3	2130	c_1065
HAV_5752	NC370	LN	N	sp1	spb3	rep1	2132	c_1066
HAV_5753	NC370	LN	N	sp1	spb3	rep2	2132	c_1066
HAV_5754	NC370	LN	N	sp1	spb3	rep3	2132	c_1066
HAV_5755	VAW6	LN	N	sp1	spb3	rep1	2133	c_1067
HAV_5756	VAW6	LN	N	sp1	spb3	rep2	2133	c_1067
HAV_5759	VA102	LN	N	sp1	spb3	rep2	2136	c_1068
HAV_5760	VA102	LN	N	sp1	spb3	rep3	2136	c_1068
HAV_5761	SC357	LN	N	sp1	spb3	rep1	2138	c_1069
HAV_5762	SC357	LN	N	sp1	spb3	rep2	2138	c_1069
HAV_5763	SC357	LN	N	sp1	spb3	rep3	2138	c_1069
HAV_5764	NC360	LN	N	sp1	spb3	rep1	2139	c_1070
HAV_5765	NC360	LN	N	sp1	spb3	rep2	2139	c_1070
HAV_5766	NC360	LN	N	sp1	spb3	rep3	2139	c_1070
HAV_5767	W64A	LN	N	sp1	spb3	rep1	2142	c_1071
HAV_5768	W64A	LN	N	sp1	spb3	rep2	2142	c_1071
HAV_5769	W64A	LN	N	sp1	spb3	rep3	2142	c_1071
HAV_5770	A188	LN	N	sp2	spb1	rep1	2144	c_1072
HAV_5771	A188	LN	N	sp2	spb1	rep2	2144	c_1072
HAV_5772	A188	LN	N	sp2	spb1	rep3	2144	c_1072
HAV_5775	C123	LN	N	sp2	spb1	rep3	2145	c_1073
HAV_5776	B75	LN	N	sp2	spb1	rep1	2147	c_1074
HAV_5777	B75	LN	N	sp2	spb1	rep2	2147	c_1074
HAV_5778	B75	LN	N	sp2	spb1	rep3	2147	c_1074
HAV_5779	A661	LN	N	sp2	spb1	rep1	2150	c_1075
HAV_5780	A661	LN	N	sp2	spb1	rep2	2150	c_1075
HAV_5781	A661	LN	N	sp2	spb1	rep3	2150	c_1075
HAV_5782	A619	LN	N	sp2	spb1	rep1	2151	c_1076
HAV_5783	A619	LN	N	sp2	spb1	rep2	2151	c_1076
HAV_5784	A619	LN	N	sp2	spb1	rep3	2151	c_1076
HAV_5785	B103	LN	N	sp2	spb1	rep1	2153	c_1077
HAV_5786	B103	LN	N	sp2	spb1	rep2	2153	c_1077
HAV_5787	B103	LN	N	sp2	spb1	rep3	2153	c_1077
HAV_5788	CH9	LN	N	sp2	spb1	rep1	2156	c_1078
HAV_5789	CH9	LN	N	sp2	spb1	rep2	2156	c_1078
HAV_5790	CH9	LN	N	sp2	spb1	rep3	2156	c_1078
HAV_5791	CHECK	LN	N	sp2	spb2	rep1	2157	c_1079
HAV_5792	CHECK	LN	N	sp2	spb2	rep2	2157	c_1079
HAV_5793	CHECK	LN	N	sp2	spb2	rep3	2157	c_1079
HAV_5794	MT42	LN	N	sp2	spb2	rep1	2159	c_1080
HAV_5795	MT42	LN	N	sp2	spb2	rep2	2159	c_1080
HAV_5796	MT42	LN	N	sp2	spb2	rep3	2159	c_1080
HAV_5797	H99	LN	N	sp2	spb2	rep1	2162	c_1081
HAV_5798	H99	LN	N	sp2	spb2	rep2	2162	c_1081
HAV_5799	H99	LN	N	sp2	spb2	rep3	2162	c_1081
HAV_5800	MEF156-55-2	LN	N	sp2	spb2	rep1	2163	c_1082
HAV_5801	MEF156-55-2	LN	N	sp2	spb2	rep2	2163	c_1082
HAV_5802	MEF156-55-2	LN	N	sp2	spb2	rep3	2163	c_1082
HAV_5803	CM37	LN	N	sp2	spb2	rep1	2165	c_1083
HAV_5804	CM37	LN	N	sp2	spb2	rep2	2165	c_1083
HAV_5805	CM37	LN	N	sp2	spb2	rep3	2165	c_1083
HAV_5806	MO47	LN	N	sp2	spb2	rep1	2167	c_1084
HAV_5807	MO47	LN	N	sp2	spb2	rep2	2167	c_1084
HAV_5808	MO47	LN	N	sp2	spb2	rep3	2167	c_1084
HAV_5809	IA5125	LN	N	sp2	spb2	rep1	2169	c_1085
HAV_5810	IA5125	LN	N	sp2	spb2	rep2	2169	c_1085
HAV_5811	IA5125	LN	N	sp2	spb2	rep3	2169	c_1085
HAV_5812	NC262	LN	N	sp2	spb3	rep1	2172	c_1086
HAV_5813	NC262	LN	N	sp2	spb3	rep2	2172	c_1086
HAV_5814	NC262	LN	N	sp2	spb3	rep3	2172	c_1086
HAV_5815	CHECK	LN	N	sp2	spb3	rep1	2174	c_1087
HAV_5816	CHECK	LN	N	sp2	spb3	rep2	2174	c_1087
HAV_5817	CHECK	LN	N	sp2	spb3	rep3	2174	c_1087
HAV_5818	NC330	LN	N	sp2	spb3	rep1	2175	c_1088
HAV_5819	NC330	LN	N	sp2	spb3	rep2	2175	c_1088
HAV_5820	NC330	LN	N	sp2	spb3	rep3	2175	c_1088
HAV_5821	MS71	LN	N	sp2	spb3	rep1	2178	c_1089
HAV_5822	MS71	LN	N	sp2	spb3	rep2	2178	c_1089
HAV_5823	MS71	LN	N	sp2	spb3	rep3	2178	c_1089
HAV_5824	NC334	LN	N	sp2	spb3	rep1	2180	c_1090
HAV_5825	NC334	LN	N	sp2	spb3	rep2	2180	c_1090
HAV_5826	NC334	LN	N	sp2	spb3	rep3	2180	c_1090
HAV_5827	NC268	LN	N	sp2	spb3	rep1	2181	c_1091
HAV_5828	NC268	LN	N	sp2	spb3	rep2	2181	c_1091
HAV_5829	NC268	LN	N	sp2	spb3	rep3	2181	c_1091
HAV_5830	N192	LN	N	sp2	spb3	rep1	2183	c_1092
HAV_5831	N192	LN	N	sp2	spb3	rep2	2183	c_1092
HAV_5832	N192	LN	N	sp2	spb3	rep3	2183	c_1092
HAV_5833	CI90C	LN	N	sp1	spb1	rep1	2201	c_1101
HAV_5834	CI90C	LN	N	sp1	spb1	rep2	2201	c_1101
HAV_5835	CI90C	LN	N	sp1	spb1	rep3	2201	c_1101
HAV_5836	H84	LN	N	sp1	spb1	rep1	2204	c_1102
HAV_5837	H84	LN	N	sp1	spb1	rep2	2204	c_1102
HAV_5838	H84	LN	N	sp1	spb1	rep3	2204	c_1102
HAV_5839	B79	LN	N	sp1	spb1	rep1	2206	c_1103
HAV_5840	B79	LN	N	sp1	spb1	rep2	2206	c_1103
HAV_5841	B79	LN	N	sp1	spb1	rep3	2206	c_1103
HAV_5842	F2834T	LN	N	sp1	spb1	rep1	2207	c_1104
HAV_5843	F2834T	LN	N	sp1	spb1	rep2	2207	c_1104
HAV_5844	F2834T	LN	N	sp1	spb1	rep3	2207	c_1104
HAV_5845	CML154Q	LN	N	sp1	spb1	rep1	2210	c_1105
HAV_5846	CML154Q	LN	N	sp1	spb1	rep2	2210	c_1105
HAV_5847	CML154Q	LN	N	sp1	spb1	rep3	2210	c_1105
HAV_5848	IL677A	LN	N	sp1	spb1	rep1	2211	c_1106
HAV_5849	IL677A	LN	N	sp1	spb1	rep2	2211	c_1106
HAV_5850	IL677A	LN	N	sp1	spb1	rep3	2211	c_1106
HAV_5851	DE1	LN	N	sp1	spb1	rep1	2214	c_1107
HAV_5852	DE1	LN	N	sp1	spb1	rep2	2214	c_1107
HAV_5853	DE1	LN	N	sp1	spb1	rep3	2214	c_1107
HAV_5854	KI11	LN	N	sp1	spb2	rep1	2215	c_1108
HAV_5855	KI11	LN	N	sp1	spb2	rep2	2215	c_1108
HAV_5856	KI11	LN	N	sp1	spb2	rep3	2215	c_1108
HAV_5857	MP339	LN	N	sp1	spb2	rep1	2218	c_1109
HAV_5858	MP339	LN	N	sp1	spb2	rep2	2218	c_1109
HAV_5859	MP339	LN	N	sp1	spb2	rep3	2218	c_1109
HAV_5860	MO46	LN	N	sp1	spb2	rep1	2219	c_1110
HAV_5861	MO46	LN	N	sp1	spb2	rep2	2219	c_1110
HAV_5862	MO46	LN	N	sp1	spb2	rep3	2219	c_1110
HAV_5863	KI44	LN	N	sp1	spb2	rep1	2222	c_1111
HAV_5864	KI44	LN	N	sp1	spb2	rep2	2222	c_1111
HAV_5865	KI44	LN	N	sp1	spb2	rep3	2222	c_1111
HAV_5866	CHECK	LN	N	sp1	spb2	rep1	2224	c_1112
HAV_5867	CHECK	LN	N	sp1	spb2	rep2	2224	c_1112
HAV_5868	CHECK	LN	N	sp1	spb2	rep3	2224	c_1112
HAV_5869	NC358	LN	N	sp1	spb2	rep1	2226	c_1113
HAV_5870	NC358	LN	N	sp1	spb2	rep2	2226	c_1113
HAV_5871	NC358	LN	N	sp1	spb2	rep3	2226	c_1113
HAV_5872	NC336	LN	N	sp1	spb2	rep1	2228	c_1114
HAV_5873	NC336	LN	N	sp1	spb2	rep2	2228	c_1114
HAV_5874	NC336	LN	N	sp1	spb2	rep3	2228	c_1114
HAV_5875	OH43E	LN	N	sp1	spb3	rep1	2229	c_1115
HAV_5876	OH43E	LN	N	sp1	spb3	rep2	2229	c_1115
HAV_5877	OH43E	LN	N	sp1	spb3	rep3	2229	c_1115
HAV_5878	W22	LN	N	sp1	spb3	rep1	2231	c_1116
HAV_5879	W22	LN	N	sp1	spb3	rep2	2231	c_1116
HAV_5880	W22	LN	N	sp1	spb3	rep3	2231	c_1116
HAV_5881	W117HT	LN	N	sp1	spb3	rep1	2233	c_1117
HAV_5882	W117HT	LN	N	sp1	spb3	rep2	2233	c_1117
HAV_5883	W117HT	LN	N	sp1	spb3	rep3	2233	c_1117
HAV_5884	CHECK	LN	N	sp1	spb3	rep1	2236	c_1118
HAV_5885	CHECK	LN	N	sp1	spb3	rep2	2236	c_1118
HAV_5886	CHECK	LN	N	sp1	spb3	rep3	2236	c_1118
HAV_5887	VA35	LN	N	sp1	spb3	rep1	2238	c_1119
HAV_5888	VA35	LN	N	sp1	spb3	rep2	2238	c_1119
HAV_5889	VA35	LN	N	sp1	spb3	rep3	2238	c_1119
HAV_5890	OH7B	LN	N	sp1	spb3	rep1	2239	c_1120
HAV_5891	OH7B	LN	N	sp1	spb3	rep2	2239	c_1120
HAV_5892	OH7B	LN	N	sp1	spb3	rep3	2239	c_1120
HAV_5893	PA762	LN	N	sp1	spb3	rep1	2242	c_1121
HAV_5894	PA762	LN	N	sp1	spb3	rep2	2242	c_1121
HAV_5895	PA762	LN	N	sp1	spb3	rep3	2242	c_1121
HAV_5896	B64	LN	N	sp2	spb1	rep1	2243	c_1122
HAV_5897	B64	LN	N	sp2	spb1	rep2	2243	c_1122
HAV_5898	B64	LN	N	sp2	spb1	rep3	2243	c_1122
HAV_5899	A634	LN	N	sp2	spb1	rep1	2245	c_1123
HAV_5900	A634	LN	N	sp2	spb1	rep2	2245	c_1123
HAV_5901	A634	LN	N	sp2	spb1	rep3	2245	c_1123
HAV_5902	A654	LN	N	sp2	spb1	rep1	2248	c_1124
HAV_5903	A654	LN	N	sp2	spb1	rep2	2248	c_1124
HAV_5904	A654	LN	N	sp2	spb1	rep3	2248	c_1124
HAV_5905	CHECK	LN	N	sp2	spb1	rep1	2249	c_1125
HAV_5906	CHECK	LN	N	sp2	spb1	rep2	2249	c_1125
HAV_5907	CHECK	LN	N	sp2	spb1	rep3	2249	c_1125
HAV_5908	B76	LN	N	sp2	spb1	rep1	2252	c_1126
HAV_5909	B76	LN	N	sp2	spb1	rep2	2252	c_1126
HAV_5910	B76	LN	N	sp2	spb1	rep3	2252	c_1126
HAV_5911	A682	LN	N	sp2	spb1	rep1	2254	c_1127
HAV_5912	A682	LN	N	sp2	spb1	rep2	2254	c_1127
HAV_5913	A682	LN	N	sp2	spb1	rep3	2254	c_1127
HAV_5914	CM105	LN	N	sp2	spb1	rep1	2256	c_1128
HAV_5915	CM105	LN	N	sp2	spb1	rep2	2256	c_1128
HAV_5916	CM105	LN	N	sp2	spb1	rep3	2256	c_1128
HAV_5917	MS1334	LN	N	sp2	spb2	rep1	2257	c_1129
HAV_5918	MS1334	LN	N	sp2	spb2	rep2	2257	c_1129
HAV_5919	MS1334	LN	N	sp2	spb2	rep3	2257	c_1129
HAV_5920	IA2132	LN	N	sp2	spb2	rep1	2260	c_1130
HAV_5921	IA2132	LN	N	sp2	spb2	rep2	2260	c_1130
HAV_5922	IA2132	LN	N	sp2	spb2	rep3	2260	c_1130
HAV_5923	M14	LN	N	sp2	spb2	rep1	2262	c_1131
HAV_5924	M14	LN	N	sp2	spb2	rep2	2262	c_1131
HAV_5925	M14	LN	N	sp2	spb2	rep3	2262	c_1131
HAV_5926	EP1	LN	N	sp2	spb2	rep1	2263	c_1132
HAV_5927	EP1	LN	N	sp2	spb2	rep2	2263	c_1132
HAV_5928	EP1	LN	N	sp2	spb2	rep3	2263	c_1132
HAV_5929	IDS91	LN	N	sp2	spb2	rep1	2266	c_1133
HAV_5930	IDS91	LN	N	sp2	spb2	rep2	2266	c_1133
HAV_5931	IDS91	LN	N	sp2	spb2	rep3	2266	c_1133
HAV_5932	CO255	LN	N	sp2	spb2	rep1	2267	c_1134
HAV_5933	CO255	LN	N	sp2	spb2	rep2	2267	c_1134
HAV_5934	CO255	LN	N	sp2	spb2	rep3	2267	c_1134
HAV_5935	H105W	LN	N	sp2	spb2	rep1	2270	c_1135
HAV_5936	H105W	LN	N	sp2	spb2	rep2	2270	c_1135
HAV_5937	H105W	LN	N	sp2	spb2	rep3	2270	c_1135
HAV_5938	NC308	LN	N	sp2	spb3	rep1	2271	c_1136
HAV_5939	NC308	LN	N	sp2	spb3	rep2	2271	c_1136
HAV_5940	NC308	LN	N	sp2	spb3	rep3	2271	c_1136
HAV_5941	NC292	LN	N	sp2	spb3	rep1	2273	c_1137
HAV_5942	NC292	LN	N	sp2	spb3	rep2	2273	c_1137
HAV_5943	NC292	LN	N	sp2	spb3	rep3	2273	c_1137
HAV_5944	NC312	LN	N	sp2	spb3	rep1	2275	c_1138
HAV_5945	NC312	LN	N	sp2	spb3	rep2	2275	c_1138
HAV_5946	NC312	LN	N	sp2	spb3	rep3	2275	c_1138
HAV_5947	W153R	LN	N	sp2	spb3	rep1	2278	c_1139
HAV_5948	W153R	LN	N	sp2	spb3	rep2	2278	c_1139
HAV_5949	W153R	LN	N	sp2	spb3	rep3	2278	c_1139
HAV_5950	R168	LN	N	sp2	spb3	rep1	2280	c_1140
HAV_5951	R168	LN	N	sp2	spb3	rep2	2280	c_1140
HAV_5952	R168	LN	N	sp2	spb3	rep3	2280	c_1140
HAV_5953	CHECK	LN	N	sp2	spb3	rep1	2281	c_1141
HAV_5954	CHECK	LN	N	sp2	spb3	rep2	2281	c_1141
HAV_5955	CHECK	LN	N	sp2	spb3	rep3	2281	c_1141
HAV_5956	W182B	LN	N	sp2	spb3	rep1	2283	c_1142
HAV_5957	W182B	LN	N	sp2	spb3	rep2	2283	c_1142
HAV_5958	W182B	LN	N	sp2	spb3	rep3	2283	c_1142
HAV_5959	B46	LN	N	sp3	spb1	rep1	2302	c_1151
HAV_5960	B46	LN	N	sp3	spb1	rep2	2302	c_1151
HAV_5961	B46	LN	N	sp3	spb1	rep3	2302	c_1151
HAV_5962	IDS28	LN	N	sp3	spb1	rep1	2304	c_1152
HAV_5963	IDS28	LN	N	sp3	spb1	rep2	2304	c_1152
HAV_5964	IDS28	LN	N	sp3	spb1	rep3	2304	c_1152
HAV_5965	B37	LN	N	sp3	spb1	rep1	2306	c_1153
HAV_5966	B37	LN	N	sp3	spb1	rep2	2306	c_1153
HAV_5967	B37	LN	N	sp3	spb1	rep3	2306	c_1153
HAV_5968	CHECK	LN	N	sp3	spb1	rep1	2308	c_1154
HAV_5969	CHECK	LN	N	sp3	spb1	rep2	2308	c_1154
HAV_5970	CHECK	LN	N	sp3	spb1	rep3	2308	c_1154
HAV_5971	B164	LN	N	sp3	spb1	rep1	2310	c_1155
HAV_5972	B164	LN	N	sp3	spb1	rep2	2310	c_1155
HAV_5973	B164	LN	N	sp3	spb1	rep3	2310	c_1155
HAV_5974	CHECK	LN	N	sp3	spb1	rep1	2311	c_1156
HAV_5975	CHECK	LN	N	sp3	spb1	rep2	2311	c_1156
HAV_5976	CHECK	LN	N	sp3	spb1	rep3	2311	c_1156
HAV_5977	B14A	LN	N	sp3	spb1	rep1	2314	c_1157
HAV_5978	B14A	LN	N	sp3	spb1	rep2	2314	c_1157
HAV_5979	B14A	LN	N	sp3	spb1	rep3	2314	c_1157
HAV_5980	NC260	LN	N	sp3	spb2	rep1	2316	c_1158
HAV_5983	R177	LN	N	sp3	spb2	rep1	2317	c_1159
HAV_5984	R177	LN	N	sp3	spb2	rep2	2317	c_1159
HAV_5985	R177	LN	N	sp3	spb2	rep3	2317	c_1159
HAV_5986	NC310	LN	N	sp3	spb2	rep1	2319	c_1160
HAV_5987	NC310	LN	N	sp3	spb2	rep2	2319	c_1160
HAV_5988	NC310	LN	N	sp3	spb2	rep3	2319	c_1160
HAV_5989	NC364	LN	N	sp3	spb2	rep1	2321	c_1161
HAV_5990	NC364	LN	N	sp3	spb2	rep2	2321	c_1161
HAV_5991	NC364	LN	N	sp3	spb2	rep3	2321	c_1161
HAV_5992	L317	LN	N	sp3	spb2	rep1	2324	c_1162
HAV_5993	L317	LN	N	sp3	spb2	rep2	2324	c_1162
HAV_5994	L317	LN	N	sp3	spb2	rep3	2324	c_1162
HAV_5995	OH40B	LN	N	sp3	spb2	rep1	2326	c_1163
HAV_5996	OH40B	LN	N	sp3	spb2	rep2	2326	c_1163
HAV_5997	OH40B	LN	N	sp3	spb2	rep3	2326	c_1163
HAV_5998	NC344	LN	N	sp3	spb2	rep1	2327	c_1164
HAV_5999	NC344	LN	N	sp3	spb2	rep2	2327	c_1164
HAV_6000	NC344	LN	N	sp3	spb2	rep3	2327	c_1164
