Sample_ID	MM_name	nitrogen	block	sp	spb	subsample	row	ceil_id
HAV_6001	VA22	LN	N	sp3	spb3	rep1	2330	c_1165
HAV_6002	VA22	LN	N	sp3	spb3	rep2	2330	c_1165
HAV_6003	VA22	LN	N	sp3	spb3	rep3	2330	c_1165
HAV_6004	CI44	LN	N	sp3	spb3	rep1	2331	c_1166
HAV_6005	CI44	LN	N	sp3	spb3	rep2	2331	c_1166
HAV_6006	CI44	LN	N	sp3	spb3	rep3	2331	c_1166
HAV_6007	C49	LN	N	sp3	spb3	rep1	2334	c_1167
HAV_6008	C49	LN	N	sp3	spb3	rep2	2334	c_1167
HAV_6009	C49	LN	N	sp3	spb3	rep3	2334	c_1167
HAV_6010	CI7	LN	N	sp3	spb3	rep1	2335	c_1168
HAV_6011	CI7	LN	N	sp3	spb3	rep2	2335	c_1168
HAV_6012	CI7	LN	N	sp3	spb3	rep3	2335	c_1168
HAV_6013	VA85	LN	N	sp3	spb3	rep1	2337	c_1169
HAV_6014	VA85	LN	N	sp3	spb3	rep2	2337	c_1169
HAV_6015	VA85	LN	N	sp3	spb3	rep3	2337	c_1169
HAV_6016	VA26	LN	N	sp3	spb3	rep1	2340	c_1170
HAV_6017	VA26	LN	N	sp3	spb3	rep2	2340	c_1170
HAV_6018	VA26	LN	N	sp3	spb3	rep3	2340	c_1170
HAV_6019	33-16	LN	N	sp3	spb3	rep1	2341	c_1171
HAV_6020	33-16	LN	N	sp3	spb3	rep2	2341	c_1171
HAV_6021	33-16	LN	N	sp3	spb3	rep3	2341	c_1171
HAV_6022	CML287	LN	N	sp4	spb1	rep1	2344	c_1172
HAV_6023	CML287	LN	N	sp4	spb1	rep2	2344	c_1172
HAV_6024	CML287	LN	N	sp4	spb1	rep3	2344	c_1172
HAV_6025	CHECK	LN	N	sp4	spb1	rep1	2345	c_1173
HAV_6026	CHECK	LN	N	sp4	spb1	rep2	2345	c_1173
HAV_6027	CHECK	LN	N	sp4	spb1	rep3	2345	c_1173
HAV_6028	CML108	LN	N	sp4	spb1	rep1	2348	c_1174
HAV_6029	CML108	LN	N	sp4	spb1	rep2	2348	c_1174
HAV_6030	CML108	LN	N	sp4	spb1	rep3	2348	c_1174
HAV_6031	CML261	LN	N	sp4	spb1	rep1	2350	c_1175
HAV_6032	CML261	LN	N	sp4	spb1	rep2	2350	c_1175
HAV_6033	CML261	LN	N	sp4	spb1	rep3	2350	c_1175
HAV_6034	CHECK	LN	N	sp4	spb1	rep1	2351	c_1176
HAV_6035	CHECK	LN	N	sp4	spb1	rep2	2351	c_1176
HAV_6036	CHECK	LN	N	sp4	spb1	rep3	2351	c_1176
HAV_6037	CML103	LN	N	sp4	spb1	rep1	2353	c_1177
HAV_6039	CML103	LN	N	sp4	spb1	rep3	2353	c_1177
HAV_6040	CML333	LN	N	sp4	spb1	rep1	2355	c_1178
HAV_6041	CML333	LN	N	sp4	spb1	rep2	2355	c_1178
HAV_6042	CML333	LN	N	sp4	spb1	rep3	2355	c_1178
HAV_6043	NC320	LN	N	sp4	spb2	rep1	2358	c_1179
HAV_6044	NC320	LN	N	sp4	spb2	rep2	2358	c_1179
HAV_6045	NC320	LN	N	sp4	spb2	rep3	2358	c_1179
HAV_6046	NC338	LN	N	sp4	spb2	rep1	2359	c_1180
HAV_6047	NC338	LN	N	sp4	spb2	rep2	2359	c_1180
HAV_6048	NC338	LN	N	sp4	spb2	rep3	2359	c_1180
HAV_6049	K4	LN	N	sp4	spb2	rep1	2362	c_1181
HAV_6050	K4	LN	N	sp4	spb2	rep2	2362	c_1181
HAV_6051	K4	LN	N	sp4	spb2	rep3	2362	c_1181
HAV_6052	DE811	LN	N	sp4	spb2	rep1	2364	c_1182
HAV_6053	DE811	LN	N	sp4	spb2	rep2	2364	c_1182
HAV_6054	DE811	LN	N	sp4	spb2	rep3	2364	c_1182
HAV_6055	NC296	LN	N	sp4	spb2	rep1	2365	c_1183
HAV_6056	NC296	LN	N	sp4	spb2	rep2	2365	c_1183
HAV_6057	NC296	LN	N	sp4	spb2	rep3	2365	c_1183
HAV_6058	E2558W	LN	N	sp4	spb2	rep1	2368	c_1184
HAV_6059	E2558W	LN	N	sp4	spb2	rep2	2368	c_1184
HAV_6060	E2558W	LN	N	sp4	spb2	rep3	2368	c_1184
HAV_6061	CHECK	LN	N	sp4	spb2	rep1	2369	c_1185
HAV_6062	CHECK	LN	N	sp4	spb2	rep2	2369	c_1185
HAV_6063	CHECK	LN	N	sp4	spb2	rep3	2369	c_1185
HAV_6064	TZI18	LN	N	sp4	spb3	rep1	2372	c_1186
HAV_6065	TZI18	LN	N	sp4	spb3	rep2	2372	c_1186
HAV_6066	TZI18	LN	N	sp4	spb3	rep3	2372	c_1186
HAV_6067	KY226	LN	N	sp4	spb3	rep1	2373	c_1187
HAV_6068	KY226	LN	N	sp4	spb3	rep2	2373	c_1187
HAV_6069	KY226	LN	N	sp4	spb3	rep3	2373	c_1187
HAV_6070	H100	LN	N	sp4	spb3	rep1	2376	c_1188
HAV_6071	H100	LN	N	sp4	spb3	rep2	2376	c_1188
HAV_6072	H100	LN	N	sp4	spb3	rep3	2376	c_1188
HAV_6073	TZI11	LN	N	sp4	spb3	rep1	2378	c_1189
HAV_6074	TZI11	LN	N	sp4	spb3	rep2	2378	c_1189
HAV_6075	TZI11	LN	N	sp4	spb3	rep3	2378	c_1189
HAV_6076	TZI25	LN	N	sp4	spb3	rep1	2380	c_1190
HAV_6077	TZI25	LN	N	sp4	spb3	rep2	2380	c_1190
HAV_6078	TZI25	LN	N	sp4	spb3	rep3	2380	c_1190
HAV_6079	CHECK	LN	N	sp4	spb3	rep1	2382	c_1191
HAV_6080	CHECK	LN	N	sp4	spb3	rep2	2382	c_1191
HAV_6081	CHECK	LN	N	sp4	spb3	rep3	2382	c_1191
HAV_6082	NC366	LN	N	sp4	spb3	rep1	2384	c_1192
HAV_6083	NC366	LN	N	sp4	spb3	rep2	2384	c_1192
HAV_6084	NC366	LN	N	sp4	spb3	rep3	2384	c_1192
HAV_6085	H91	LN	N	sp3	spb1	rep1	2402	c_1201
HAV_6086	H91	LN	N	sp3	spb1	rep2	2402	c_1201
HAV_6087	H91	LN	N	sp3	spb1	rep3	2402	c_1201
HAV_6088	4226	LN	N	sp3	spb1	rep1	2404	c_1202
HAV_6089	4226	LN	N	sp3	spb1	rep2	2404	c_1202
HAV_6090	4226	LN	N	sp3	spb1	rep3	2404	c_1202
HAV_6091	B73	LN	N	sp3	spb1	rep1	2405	c_1203
HAV_6092	B73	LN	N	sp3	spb1	rep2	2405	c_1203
HAV_6093	B73	LN	N	sp3	spb1	rep3	2405	c_1203
HAV_6094	B77	LN	N	sp3	spb1	rep1	2408	c_1204
HAV_6095	B77	LN	N	sp3	spb1	rep2	2408	c_1204
HAV_6096	B77	LN	N	sp3	spb1	rep3	2408	c_1204
HAV_6097	A632	LN	N	sp3	spb1	rep1	2409	c_1205
HAV_6098	A632	LN	N	sp3	spb1	rep2	2409	c_1205
HAV_6099	A632	LN	N	sp3	spb1	rep3	2409	c_1205
HAV_6100	B2	LN	N	sp3	spb1	rep1	2411	c_1206
HAV_6101	B2	LN	N	sp3	spb1	rep2	2411	c_1206
HAV_6102	B2	LN	N	sp3	spb1	rep3	2411	c_1206
HAV_6103	CH701-30	LN	N	sp3	spb1	rep1	2414	c_1207
HAV_6104	CH701-30	LN	N	sp3	spb1	rep2	2414	c_1207
HAV_6105	CH701-30	LN	N	sp3	spb1	rep3	2414	c_1207
HAV_6106	OS420	LN	N	sp3	spb2	rep1	2416	c_1208
HAV_6107	OS420	LN	N	sp3	spb2	rep2	2416	c_1208
HAV_6108	OS420	LN	N	sp3	spb2	rep3	2416	c_1208
HAV_6109	PA880	LN	N	sp3	spb2	rep1	2417	c_1209
HAV_6110	PA880	LN	N	sp3	spb2	rep2	2417	c_1209
HAV_6111	PA880	LN	N	sp3	spb2	rep3	2417	c_1209
HAV_6112	MO44	LN	N	sp3	spb2	rep1	2419	c_1210
HAV_6113	MO44	LN	N	sp3	spb2	rep2	2419	c_1210
HAV_6114	MO44	LN	N	sp3	spb2	rep3	2419	c_1210
HAV_6115	NC326	LN	N	sp3	spb2	rep1	2422	c_1211
HAV_6116	NC326	LN	N	sp3	spb2	rep2	2422	c_1211
HAV_6117	NC326	LN	N	sp3	spb2	rep3	2422	c_1211
HAV_6118	NC294	LN	N	sp3	spb2	rep1	2424	c_1212
HAV_6119	NC294	LN	N	sp3	spb2	rep2	2424	c_1212
HAV_6120	NC294	LN	N	sp3	spb2	rep3	2424	c_1212
HAV_6121	NC328	LN	N	sp3	spb2	rep1	2425	c_1213
HAV_6122	NC328	LN	N	sp3	spb2	rep2	2425	c_1213
HAV_6123	NC328	LN	N	sp3	spb2	rep3	2425	c_1213
HAV_6124	IL14H	LN	N	sp3	spb2	rep1	2428	c_1214
HAV_6125	IL14H	LN	N	sp3	spb2	rep2	2428	c_1214
HAV_6126	IL14H	LN	N	sp3	spb2	rep3	2428	c_1214
HAV_6127	WF9	LN	N	sp3	spb3	rep1	2430	c_1215
HAV_6128	WF9	LN	N	sp3	spb3	rep2	2430	c_1215
HAV_6129	WF9	LN	N	sp3	spb3	rep3	2430	c_1215
HAV_6130	A214N	LN	N	sp3	spb3	rep1	2431	c_1216
HAV_6131	A214N	LN	N	sp3	spb3	rep2	2431	c_1216
HAV_6132	A214N	LN	N	sp3	spb3	rep3	2431	c_1216
HAV_6133	796	LN	N	sp3	spb3	rep1	2433	c_1217
HAV_6134	796	LN	N	sp3	spb3	rep2	2433	c_1217
HAV_6135	796	LN	N	sp3	spb3	rep3	2433	c_1217
HAV_6136	38-11	LN	N	sp3	spb3	rep1	2435	c_1218
HAV_6137	38-11	LN	N	sp3	spb3	rep2	2435	c_1218
HAV_6138	38-11	LN	N	sp3	spb3	rep3	2435	c_1218
HAV_6139	T8	LN	N	sp3	spb3	rep1	2438	c_1219
HAV_6140	T8	LN	N	sp3	spb3	rep2	2438	c_1219
HAV_6141	T8	LN	N	sp3	spb3	rep3	2438	c_1219
HAV_6142	SD40	LN	N	sp3	spb3	rep1	2440	c_1220
HAV_6143	SD40	LN	N	sp3	spb3	rep2	2440	c_1220
HAV_6144	SD40	LN	N	sp3	spb3	rep3	2440	c_1220
HAV_6145	VA99	LN	N	sp3	spb3	rep1	2441	c_1221
HAV_6146	VA99	LN	N	sp3	spb3	rep2	2441	c_1221
HAV_6147	VA99	LN	N	sp3	spb3	rep3	2441	c_1221
HAV_6148	CHECK	LN	N	sp4	spb1	rep1	2443	c_1222
HAV_6149	CHECK	LN	N	sp4	spb1	rep2	2443	c_1222
HAV_6150	CHECK	LN	N	sp4	spb1	rep3	2443	c_1222
HAV_6151	CHECK	LN	N	sp4	spb1	rep1	2446	c_1223
HAV_6152	CHECK	LN	N	sp4	spb1	rep2	2446	c_1223
HAV_6153	CHECK	LN	N	sp4	spb1	rep3	2446	c_1223
HAV_6154	CHECK	LN	N	sp4	spb1	rep1	2448	c_1224
HAV_6155	CHECK	LN	N	sp4	spb1	rep2	2448	c_1224
HAV_6156	CHECK	LN	N	sp4	spb1	rep3	2448	c_1224
HAV_6157	CML218	LN	N	sp4	spb1	rep1	2449	c_1225
HAV_6158	CML218	LN	N	sp4	spb1	rep2	2449	c_1225
HAV_6159	CML218	LN	N	sp4	spb1	rep3	2449	c_1225
HAV_6160	CML52	LN	N	sp4	spb1	rep1	2452	c_1226
HAV_6161	CML52	LN	N	sp4	spb1	rep2	2452	c_1226
HAV_6162	CML52	LN	N	sp4	spb1	rep3	2452	c_1226
HAV_6163	CML254	LN	N	sp4	spb1	rep1	2453	c_1227
HAV_6164	CML254	LN	N	sp4	spb1	rep2	2453	c_1227
HAV_6165	CML254	LN	N	sp4	spb1	rep3	2453	c_1227
HAV_6166	38-11	LN	N	sp4	spb1	rep1	2455	c_1228
HAV_6167	38-11	LN	N	sp4	spb1	rep2	2455	c_1228
HAV_6168	38-11	LN	N	sp4	spb1	rep3	2455	c_1228
HAV_6169	M162W	LN	N	sp4	spb2	rep1	2457	c_1229
HAV_6170	M162W	LN	N	sp4	spb2	rep2	2457	c_1229
HAV_6171	M162W	LN	N	sp4	spb2	rep3	2457	c_1229
HAV_6172	GA209	LN	N	sp4	spb2	rep1	2460	c_1230
HAV_6173	GA209	LN	N	sp4	spb2	rep2	2460	c_1230
HAV_6174	GA209	LN	N	sp4	spb2	rep3	2460	c_1230
HAV_6175	NC318	LN	N	sp4	spb2	rep1	2461	c_1231
HAV_6176	NC318	LN	N	sp4	spb2	rep2	2461	c_1231
HAV_6177	NC318	LN	N	sp4	spb2	rep3	2461	c_1231
HAV_6178	CML69	LN	N	sp4	spb2	rep1	2463	c_1232
HAV_6179	CML69	LN	N	sp4	spb2	rep2	2463	c_1232
HAV_6180	CML69	LN	N	sp4	spb2	rep3	2463	c_1232
HAV_6181	MO24W	LN	N	sp4	spb2	rep1	2466	c_1233
HAV_6182	MO24W	LN	N	sp4	spb2	rep2	2466	c_1233
HAV_6183	MO24W	LN	N	sp4	spb2	rep3	2466	c_1233
HAV_6184	CHECK	LN	N	sp4	spb2	rep1	2468	c_1234
HAV_6185	CHECK	LN	N	sp4	spb2	rep2	2468	c_1234
HAV_6186	CHECK	LN	N	sp4	spb2	rep3	2468	c_1234
HAV_6187	K64	LN	N	sp4	spb2	rep1	2470	c_1235
HAV_6188	K64	LN	N	sp4	spb2	rep2	2470	c_1235
HAV_6189	K64	LN	N	sp4	spb2	rep3	2470	c_1235
HAV_6190	T232	LN	N	sp4	spb3	rep1	2472	c_1236
HAV_6191	T232	LN	N	sp4	spb3	rep2	2472	c_1236
HAV_6192	T232	LN	N	sp4	spb3	rep3	2472	c_1236
HAV_6193	SC55	LN	N	sp4	spb3	rep1	2474	c_1237
HAV_6194	SC55	LN	N	sp4	spb3	rep2	2474	c_1237
HAV_6195	SC55	LN	N	sp4	spb3	rep3	2474	c_1237
HAV_6196	TX601	LN	N	sp4	spb3	rep1	2476	c_1238
HAV_6197	TX601	LN	N	sp4	spb3	rep2	2476	c_1238
HAV_6198	TX601	LN	N	sp4	spb3	rep3	2476	c_1238
HAV_6199	F2	LN	N	sp4	spb3	rep1	2478	c_1239
HAV_6200	F2	LN	N	sp4	spb3	rep2	2478	c_1239
HAV_6201	F2	LN	N	sp4	spb3	rep3	2478	c_1239
HAV_6202	DE2	LN	N	sp4	spb3	rep1	2480	c_1240
HAV_6203	DE2	LN	N	sp4	spb3	rep2	2480	c_1240
HAV_6204	DE2	LN	N	sp4	spb3	rep3	2480	c_1240
HAV_6205	HY	LN	N	sp4	spb3	rep1	2482	c_1241
HAV_6206	HY	LN	N	sp4	spb3	rep2	2482	c_1241
HAV_6207	HY	LN	N	sp4	spb3	rep3	2482	c_1241
HAV_6208	CHECK	LN	N	sp4	spb3	rep1	2484	c_1242
HAV_6209	CHECK	LN	N	sp4	spb3	rep2	2484	c_1242
HAV_6210	CHECK	LN	N	sp4	spb3	rep3	2484	c_1242
HAV_6211	CI64	LN	N	sp3	spb1	rep1	2502	c_1251
HAV_6212	CI64	LN	N	sp3	spb1	rep2	2502	c_1251
HAV_6213	CI64	LN	N	sp3	spb1	rep3	2502	c_1251
HAV_6214	B73HTRHM	LN	N	sp3	spb1	rep1	2504	c_1252
HAV_6215	B73HTRHM	LN	N	sp3	spb1	rep2	2504	c_1252
HAV_6216	B73HTRHM	LN	N	sp3	spb1	rep3	2504	c_1252
HAV_6217	B84	LN	N	sp3	spb1	rep1	2505	c_1253
HAV_6218	B84	LN	N	sp3	spb1	rep2	2505	c_1253
HAV_6219	B84	LN	N	sp3	spb1	rep3	2505	c_1253
HAV_6220	B97	LN	N	sp3	spb1	rep1	2507	c_1254
HAV_6221	B97	LN	N	sp3	spb1	rep2	2507	c_1254
HAV_6222	B97	LN	N	sp3	spb1	rep3	2507	c_1254
HAV_6223	B109	LN	N	sp3	spb1	rep1	2509	c_1255
HAV_6224	B109	LN	N	sp3	spb1	rep2	2509	c_1255
HAV_6225	B109	LN	N	sp3	spb1	rep3	2509	c_1255
HAV_6226	A680	LN	N	sp3	spb1	rep1	2512	c_1256
HAV_6227	A680	LN	N	sp3	spb1	rep2	2512	c_1256
HAV_6228	A680	LN	N	sp3	spb1	rep3	2512	c_1256
HAV_6229	A679	LN	N	sp3	spb1	rep1	2514	c_1257
HAV_6230	A679	LN	N	sp3	spb1	rep2	2514	c_1257
HAV_6231	A679	LN	N	sp3	spb1	rep3	2514	c_1257
HAV_6232	MO17	LN	N	sp3	spb2	rep1	2516	c_1258
HAV_6233	MO17	LN	N	sp3	spb2	rep2	2516	c_1258
HAV_6234	MO17	LN	N	sp3	spb2	rep3	2516	c_1258
HAV_6235	NC306	LN	N	sp3	spb2	rep1	2518	c_1259
HAV_6236	NC306	LN	N	sp3	spb2	rep2	2518	c_1259
HAV_6237	NC306	LN	N	sp3	spb2	rep3	2518	c_1259
HAV_6238	NC368	LN	N	sp3	spb2	rep1	2520	c_1260
HAV_6239	NC368	LN	N	sp3	spb2	rep2	2520	c_1260
HAV_6240	NC368	LN	N	sp3	spb2	rep3	2520	c_1260
HAV_6241	CHECK	LN	N	sp3	spb2	rep1	2521	c_1261
HAV_6242	CHECK	LN	N	sp3	spb2	rep2	2521	c_1261
HAV_6243	CHECK	LN	N	sp3	spb2	rep3	2521	c_1261
HAV_6244	NC342	LN	N	sp3	spb2	rep1	2524	c_1262
HAV_6245	NC342	LN	N	sp3	spb2	rep2	2524	c_1262
HAV_6246	NC342	LN	N	sp3	spb2	rep3	2524	c_1262
HAV_6247	MO45	LN	N	sp3	spb2	rep1	2525	c_1263
HAV_6248	MO45	LN	N	sp3	spb2	rep2	2525	c_1263
HAV_6249	MO45	LN	N	sp3	spb2	rep3	2525	c_1263
HAV_6250	NC362	LN	N	sp3	spb2	rep1	2527	c_1264
HAV_6251	NC362	LN	N	sp3	spb2	rep2	2527	c_1264
HAV_6252	NC362	LN	N	sp3	spb2	rep3	2527	c_1264
HAV_6253	CI90C	LN	N	sp3	spb3	rep1	2530	c_1265
HAV_6254	CI90C	LN	N	sp3	spb3	rep2	2530	c_1265
HAV_6255	CI90C	LN	N	sp3	spb3	rep3	2530	c_1265
HAV_6256	CHECK	LN	N	sp3	spb3	rep1	2531	c_1266
HAV_6257	CHECK	LN	N	sp3	spb3	rep2	2531	c_1266
HAV_6258	CHECK	LN	N	sp3	spb3	rep3	2531	c_1266
HAV_6259	R229	LN	N	sp3	spb3	rep1	2534	c_1267
HAV_6260	R229	LN	N	sp3	spb3	rep2	2534	c_1267
HAV_6261	R229	LN	N	sp3	spb3	rep3	2534	c_1267
HAV_6262	SG1533	LN	N	sp3	spb3	rep1	2535	c_1268
HAV_6263	SG1533	LN	N	sp3	spb3	rep2	2535	c_1268
HAV_6264	SG1533	LN	N	sp3	spb3	rep3	2535	c_1268
HAV_6265	CHECK	LN	N	sp3	spb3	rep1	2538	c_1269
HAV_6266	CHECK	LN	N	sp3	spb3	rep2	2538	c_1269
HAV_6267	CHECK	LN	N	sp3	spb3	rep3	2538	c_1269
HAV_6268	CO109	LN	N	sp3	spb3	rep1	2540	c_1270
HAV_6269	CO109	LN	N	sp3	spb3	rep2	2540	c_1270
HAV_6270	CO109	LN	N	sp3	spb3	rep3	2540	c_1270
HAV_6271	R4	LN	N	sp3	spb3	rep1	2541	c_1271
HAV_6272	R4	LN	N	sp3	spb3	rep2	2541	c_1271
HAV_6273	R4	LN	N	sp3	spb3	rep3	2541	c_1271
HAV_6274	CHECK	LN	N	sp4	spb1	rep1	2544	c_1272
HAV_6275	CHECK	LN	N	sp4	spb1	rep2	2544	c_1272
HAV_6276	CHECK	LN	N	sp4	spb1	rep3	2544	c_1272
HAV_6277	CML322	LN	N	sp4	spb1	rep1	2546	c_1273
HAV_6278	CML322	LN	N	sp4	spb1	rep2	2546	c_1273
HAV_6279	CML322	LN	N	sp4	spb1	rep3	2546	c_1273
HAV_6280	B68	LN	N	sp4	spb1	rep1	2548	c_1274
HAV_6281	B68	LN	N	sp4	spb1	rep2	2548	c_1274
HAV_6282	B68	LN	N	sp4	spb1	rep3	2548	c_1274
HAV_6283	A214N	LN	N	sp4	spb1	rep1	2549	c_1275
HAV_6284	A214N	LN	N	sp4	spb1	rep2	2549	c_1275
HAV_6285	A214N	LN	N	sp4	spb1	rep3	2549	c_1275
HAV_6286	4722	LN	N	sp4	spb1	rep1	2551	c_1276
HAV_6287	4722	LN	N	sp4	spb1	rep2	2551	c_1276
HAV_6288	4722	LN	N	sp4	spb1	rep3	2551	c_1276
HAV_6289	CML321	LN	N	sp4	spb1	rep1	2553	c_1277
HAV_6290	CML321	LN	N	sp4	spb1	rep2	2553	c_1277
HAV_6291	CML321	LN	N	sp4	spb1	rep3	2553	c_1277
HAV_6292	CHECK	LN	N	sp4	spb1	rep1	2555	c_1278
HAV_6293	CHECK	LN	N	sp4	spb1	rep2	2555	c_1278
HAV_6294	CHECK	LN	N	sp4	spb1	rep3	2555	c_1278
HAV_6295	NC258	LN	N	sp4	spb2	rep1	2557	c_1279
HAV_6296	NC258	LN	N	sp4	spb2	rep2	2557	c_1279
HAV_6297	NC258	LN	N	sp4	spb2	rep3	2557	c_1279
HAV_6298	F44	LN	N	sp4	spb2	rep1	2560	c_1280
HAV_6299	F44	LN	N	sp4	spb2	rep2	2560	c_1280
HAV_6300	F44	LN	N	sp4	spb2	rep3	2560	c_1280
HAV_6301	NC222	LN	N	sp4	spb2	rep1	2562	c_1281
HAV_6302	NC222	LN	N	sp4	spb2	rep2	2562	c_1281
HAV_6303	NC222	LN	N	sp4	spb2	rep3	2562	c_1281
HAV_6304	M37W	LN	N	sp4	spb2	rep1	2564	c_1282
HAV_6305	M37W	LN	N	sp4	spb2	rep2	2564	c_1282
HAV_6306	M37W	LN	N	sp4	spb2	rep3	2564	c_1282
HAV_6307	CHECK	LN	N	sp4	spb2	rep1	2566	c_1283
HAV_6308	CHECK	LN	N	sp4	spb2	rep2	2566	c_1283
HAV_6309	CHECK	LN	N	sp4	spb2	rep3	2566	c_1283
HAV_6310	NC348	LN	N	sp4	spb2	rep1	2567	c_1284
HAV_6311	NC348	LN	N	sp4	spb2	rep2	2567	c_1284
HAV_6312	NC348	LN	N	sp4	spb2	rep3	2567	c_1284
HAV_6313	NC346	LN	N	sp4	spb2	rep1	2570	c_1285
HAV_6314	NC346	LN	N	sp4	spb2	rep2	2570	c_1285
HAV_6315	NC346	LN	N	sp4	spb2	rep3	2570	c_1285
HAV_6316	CHECK	LN	N	sp4	spb3	rep1	2571	c_1286
HAV_6317	CHECK	LN	N	sp4	spb3	rep2	2571	c_1286
HAV_6318	CHECK	LN	N	sp4	spb3	rep3	2571	c_1286
HAV_6319	CHECK	LN	N	sp4	spb3	rep1	2574	c_1287
HAV_6320	CHECK	LN	N	sp4	spb3	rep2	2574	c_1287
HAV_6321	CHECK	LN	N	sp4	spb3	rep3	2574	c_1287
HAV_6322	MO1W	LN	N	sp4	spb3	rep1	2575	c_1288
HAV_6323	MO1W	LN	N	sp4	spb3	rep2	2575	c_1288
HAV_6324	MO1W	LN	N	sp4	spb3	rep3	2575	c_1288
HAV_6325	CHECK	LN	N	sp4	spb3	rep1	2577	c_1289
HAV_6326	CHECK	LN	N	sp4	spb3	rep2	2577	c_1289
HAV_6327	CHECK	LN	N	sp4	spb3	rep3	2577	c_1289
HAV_6328	KI2021	LN	N	sp4	spb3	rep1	2579	c_1290
HAV_6329	KI2021	LN	N	sp4	spb3	rep2	2579	c_1290
HAV_6330	KI2021	LN	N	sp4	spb3	rep3	2579	c_1290
HAV_6331	IL101	LN	N	sp4	spb3	rep1	2582	c_1291
HAV_6332	IL101	LN	N	sp4	spb3	rep2	2582	c_1291
HAV_6333	IL101	LN	N	sp4	spb3	rep3	2582	c_1291
HAV_6334	PA91	LN	N	sp4	spb3	rep1	2583	c_1292
HAV_6335	PA91	LN	N	sp4	spb3	rep2	2583	c_1292
HAV_6336	PA91	LN	N	sp4	spb3	rep3	2583	c_1292
HAV_6337	A214N	LN	S	sp1	spb1	rep1	3002	c_1501
HAV_6338	A214N	LN	S	sp1	spb1	rep2	3002	c_1501
HAV_6339	A214N	LN	S	sp1	spb1	rep3	3002	c_1501
HAV_6340	B10	LN	S	sp1	spb1	rep1	3004	c_1502
HAV_6341	B10	LN	S	sp1	spb1	rep2	3004	c_1502
HAV_6342	B10	LN	S	sp1	spb1	rep3	3004	c_1502
HAV_6343	CML103	LN	S	sp1	spb1	rep1	3006	c_1503
HAV_6344	CML103	LN	S	sp1	spb1	rep2	3006	c_1503
HAV_6345	CML103	LN	S	sp1	spb1	rep3	3006	c_1503
HAV_6346	CML277	LN	S	sp1	spb1	rep1	3008	c_1504
HAV_6347	CML277	LN	S	sp1	spb1	rep2	3008	c_1504
HAV_6348	CML277	LN	S	sp1	spb1	rep3	3008	c_1504
HAV_6349	CHECK	LN	S	sp1	spb1	rep1	3010	c_1505
HAV_6350	CHECK	LN	S	sp1	spb1	rep2	3010	c_1505
HAV_6351	CHECK	LN	S	sp1	spb1	rep3	3010	c_1505
HAV_6352	38-11	LN	S	sp1	spb1	rep1	3012	c_1506
HAV_6353	38-11	LN	S	sp1	spb1	rep2	3012	c_1506
HAV_6354	38-11	LN	S	sp1	spb1	rep3	3012	c_1506
HAV_6355	CHECK	LN	S	sp1	spb1	rep1	3014	c_1507
HAV_6356	CHECK	LN	S	sp1	spb1	rep2	3014	c_1507
HAV_6357	CHECK	LN	S	sp1	spb1	rep3	3014	c_1507
HAV_6358	CHECK	LN	S	sp1	spb2	rep1	3015	c_1508
HAV_6359	CHECK	LN	S	sp1	spb2	rep2	3015	c_1508
HAV_6360	CHECK	LN	S	sp1	spb2	rep3	3015	c_1508
HAV_6361	NC320	LN	S	sp1	spb2	rep1	3017	c_1509
HAV_6362	NC320	LN	S	sp1	spb2	rep2	3017	c_1509
HAV_6363	NC320	LN	S	sp1	spb2	rep3	3017	c_1509
HAV_6364	CHECK	LN	S	sp1	spb2	rep1	3020	c_1510
HAV_6365	CHECK	LN	S	sp1	spb2	rep2	3020	c_1510
HAV_6366	CHECK	LN	S	sp1	spb2	rep3	3020	c_1510
HAV_6367	F44	LN	S	sp1	spb2	rep1	3021	c_1511
HAV_6368	F44	LN	S	sp1	spb2	rep2	3021	c_1511
HAV_6369	F44	LN	S	sp1	spb2	rep3	3021	c_1511
HAV_6370	M162W	LN	S	sp1	spb2	rep1	3024	c_1512
HAV_6371	M162W	LN	S	sp1	spb2	rep2	3024	c_1512
HAV_6372	M162W	LN	S	sp1	spb2	rep3	3024	c_1512
HAV_6373	CML69	LN	S	sp1	spb2	rep1	3025	c_1513
HAV_6374	CML69	LN	S	sp1	spb2	rep2	3025	c_1513
HAV_6375	CML69	LN	S	sp1	spb2	rep3	3025	c_1513
HAV_6376	DE811	LN	S	sp1	spb2	rep1	3027	c_1514
HAV_6377	DE811	LN	S	sp1	spb2	rep2	3027	c_1514
HAV_6378	DE811	LN	S	sp1	spb2	rep3	3027	c_1514
HAV_6379	H100	LN	S	sp1	spb3	rep1	3029	c_1515
HAV_6380	H100	LN	S	sp1	spb3	rep2	3029	c_1515
HAV_6381	H100	LN	S	sp1	spb3	rep3	3029	c_1515
HAV_6382	MO1W	LN	S	sp1	spb3	rep1	3032	c_1516
HAV_6383	MO1W	LN	S	sp1	spb3	rep2	3032	c_1516
HAV_6384	MO1W	LN	S	sp1	spb3	rep3	3032	c_1516
HAV_6385	TZI18	LN	S	sp1	spb3	rep1	3034	c_1517
HAV_6386	TZI18	LN	S	sp1	spb3	rep2	3034	c_1517
HAV_6387	TZI18	LN	S	sp1	spb3	rep3	3034	c_1517
